,rating,title,genres,genres.1,genres.2,% budget recovered,% of gross from domestic,% of gross from international,budget (m),decade,domestic gross (m),international gross (m),worldwide gross,worldwide gross (m),x times budget recovered,year
101236,,The Angry Birds Movie,,,,483%,30.5%,69.5%,73.0,2010's,108.0,245.0,"352,333,929",352.0,4.8,2016.0
101237,,The Avengers,,,,690%,41.0%,59.0%,220.0,2010's,623.0,895.0,"1,518,815,515",1519.0,6.9,2012.0
101238,,The Batman,,,,385%,47.9%,52.1%,200.0,2020's,369.0,401.0,"770,836,163",771.0,3.9,2022.0
101239,,The Best Exotic Marigold Hotel,,,,1368%,33.9%,66.1%,10.0,2010's,46.0,904.0,"136,836,156",137.0,13.7,2012.0
101240,,The Big Sick,,,,1105%,77.6%,22.4%,5.0,2010's,42.0,124.0,"55,263,649",55.0,11.1,2017.0
101241,,The Blind Side ,,,,1066%,82.8%,17.2%,29.0,2000's,256.0,532.0,"309,200,000",309.0,10.7,2009.0
101242,,The Bodyguard,,,,1644%,29.7%,70.3%,25.0,1990's,122.0,289.0,"411,046,449",411.0,16.4,1992.0
101243,,The Boss Baby,,,,422%,33.2%,66.8%,125.0,2010's,175.0,353.0,"527,965,936",528.0,4.2,2017.0
101244,,The Bourne Ultimatum,,,,404%,51.2%,48.8%,110.0,2000's,227.0,217.0,"444,100,035",444.0,4.0,2007.0
101245,,The Boy Next Door,,,,1254%,70.6%,29.4%,4.0,2010's,35.0,147.0,"50,163,103",50.0,12.5,2015.0
101246,,The Campaign,,,,1049%,82.8%,17.2%,10.0,2010's,86.0,180.0,"104,907,746",105.0,10.5,2012.0
101247,,The Conjuring,,,,1602%,42.9%,57.1%,20.0,2010's,137.0,183.0,"320,406,242",320.0,16.0,2013.0
101248,,The Conjuring 2,,,,805%,31.8%,68.2%,40.0,2010's,103.0,219.0,"321,834,351",322.0,8.0,2016.0
101249,,The Croods,,,,336%,31.9%,68.1%,175.0,2010's,187.0,400.0,"587,235,983",587.0,3.4,2013.0
101250,,The Curious Case of Benjamin Button,,,,224%,38.0%,62.0%,150.0,2000's,128.0,208.0,"335,802,786",336.0,2.2,2008.0
101251,,The Curse of La Llorona,,,,1357%,44.8%,55.2%,9.0,2010's,54.0,674.0,"122,133,739",122.1,13.6,2019.0
101252,,The Da Vinci Code,,,,608%,28.6%,71.4%,125.0,2000's,218.0,542.0,"760,006,945",760.0,6.1,2006.0
101253,,The Dark Knight,,,,544%,53.2%,46.8%,185.0,2000's,535.0,471.0,"1,006,234,167",1006.0,5.4,2008.0
101254,,The Dark Knight Rises,,,,360%,41.4%,58.6%,300.0,2010's,448.0,633.0,"1,081,169,825",1081.0,3.6,2012.0
101255,,The Day After Tomorrow,,,,442%,33.8%,66.2%,125.0,2000's,187.0,366.0,"552,639,571",553.0,4.4,2004.0
101256,,The Death of Stalin,,,,1895%,3.3%,6.7%,13.0,2010's,8.0,166.0,"24,640,027",246.0,19.0,2017.0
101257,,The Devil Inside,,,,10176%,52.3%,47.7%,1.0,2010's,53.0,485.0,"101,758,490",102.0,101.8,2012.0
101258,,The Devil Wears Prada,,,,933%,38.2%,61.8%,35.0,2000's,125.0,202.0,"326,706,115",327.0,9.3,2006.0
101259,,The Exorcist,,,,3678%,52.8%,47.2%,12.0,1970's,233.0,208.0,"441,306,145",441.0,36.8,1973.0
101260,,The Expendables 2,,,,315%,27.0%,73.0%,100.0,2010's,85.0,230.0,"314,975,955",315.0,3.1,2012.0
101261,,The Fate of the Furious,,,,458%,18.3%,81.7%,270.0,2010's,226.0,1010.0,"1,236,005,118",1236.0,4.6,2017.0
101262,,The Fault in our Stars,,,,2560%,40.6%,59.4%,12.0,2010's,124.0,1824.0,"307,239,013",307.0,25.6,2014.0
101263,,The First Purge,,,,1023%,51.8%,48.2%,13.0,2010's,68.0,641.0,"133,015,065",133.0,10.2,2018.0
101264,,The Flintstones,,,,743%,38.2%,61.8%,46.0,1990's,131.0,211.0,"341,631,208",342.0,7.4,1994.0
101265,,The Force Awakens,,,,676%,45.3%,54.7%,306.0,2010's,937.0,1133.0,"2,069,521,700",2070.0,6.8,2015.0
101266,,The Fugitive,,,,838%,49.8%,50.2%,44.0,1990's,184.0,185.0,"368,875,760",369.0,8.4,1993.0
101267,,The Gallows,,,,38164%,59.6%,40.4%,0.1,2010's,22.0,154.0,"38,164,410",38.0,381.6,2015.0
101268,,The Gift,,,,1180%,74.2%,25.8%,5.0,2010's,43.0,152.0,"58,978,653",59.0,11.8,2015.0
101269,,The Golden Compass,,,,207%,18.8%,81.2%,180.0,2000's,70.0,302.0,"372,234,864",372.0,2.1,2007.0
101270,,The Good Dinosaur,,,,166%,37.0%,63.0%,200.0,2010's,123.0,209.0,"332,207,671",332.0,1.7,2015.0
101271,,The Great Gatsby,,,,186%,41.0%,59.0%,190.0,2010's,145.0,209.0,"353,659,851",354.0,1.9,2013.0
101272,,The Greatest Showman,,,,519%,40.0%,60.0%,84.0,2010's,174.0,261.0,"435,732,529",436.0,5.2,2017.0
101273,,The Grinch,,,,684%,52.9%,47.1%,75.0,2010's,271.0,241.0,"512,858,819",513.0,6.8,2018.0
101274,,The Hangover,,,,1341%,59.1%,40.9%,35.0,2000's,277.0,192.0,"469,328,079",469.0,13.4,2009.0
101275,,The Hangover Part II,,,,733%,43.4%,56.6%,80.0,2010's,254.0,332.0,"586,764,305",587.0,7.3,2011.0
101276,,The Hangover Part III,,,,351%,31.0%,69.0%,103.0,2010's,112.0,250.0,"362,000,072",362.0,3.5,2013.0
101277,,The Hobbit: An Unexpected Journey,,,,565%,29.8%,70.2%,180.0,2010's,303.0,714.0,"1,017,030,651",1017.0,5.7,2012.0
101278,,The Hobbit: The Battle of the Five Armies,,,,321%,26.5%,73.5%,300.0,2010's,255.0,707.0,"962,201,338",962.0,3.2,2014.0
101279,,The Hobbit: The Desolation of Smaug,,,,384%,26.9%,73.1%,250.0,2010's,258.0,701.0,"959,027,992",959.0,3.8,2013.0
101280,,The Hunchback of Notre Dame,,,,465%,30.8%,69.2%,70.0,1990's,100.0,225.0,"325,338,851",325.0,4.6,1996.0
101281,,The Hunger Games,,,,890%,58.8%,41.2%,78.0,2010's,408.0,286.0,"694,394,724",694.0,8.9,2012.0
101282,,The Hunger Games: Catching Fire,,,,1109%,49.1%,50.9%,78.0,2010's,425.0,440.0,"865,011,746",865.0,11.1,2013.0
101283,,The Imitation Game,,,,1571%,41.4%,58.6%,14.0,2010's,91.0,1289.0,"219,979,959",220.0,15.7,2014.0
101284,,The Incredibles,,,,436%,41.4%,58.6%,145.0,2000's,261.0,370.0,"631,607,053",632.0,4.4,2004.0
101285,,The Karate Kid,,,,898%,49.2%,50.8%,40.0,2010's,177.0,183.0,"359,126,022",359.0,9.0,2010.0
101286,,The King's Speech,,,,2849%,32.5%,67.5%,15.0,2010's,139.0,289.0,"427,374,317",427.0,28.5,2010.0
101287,,The King's Speech,,,,925%,100.0%,198.4%,15.0,2010's,138.0,2754.0,"414,200,000",139.0,9.3,2010.0
101288,,The Last Airbender,,,,213%,41.2%,58.8%,150.0,2010's,132.0,188.0,"319,713,881",320.0,2.1,2010.0
101289,,The Last Exorcism,,,,2279%,100.0%,65.1%,1.8,2010's,41.0,267.0,"67,730,000",41.0,22.8,2010.0
101290,,The Last Jedi,,,,420%,46.5%,53.5%,317.0,2010's,620.0,713.0,"1,332,698,830",1333.0,4.2,2017.0
101291,,The Last Samurai,,,,325%,24.4%,75.6%,140.0,2000's,111.0,344.0,"454,627,263",455.0,3.2,2003.0
101292,,The Lazarus Effect,,,,1943%,40.2%,59.8%,3.3,2010's,25.0,383.0,"64,110,728",64.0,19.4,2015.0
101293,,The Legend of Tarzan,,,,198%,35.5%,64.5%,180.0,2010's,127.0,230.0,"356,700,357",357.0,2.0,2016.0
101294,,The Lego Batman Movie,,,,390%,56.4%,43.6%,80.0,2010's,176.0,136.0,"312,136,671",312.0,3.9,2017.0
101295,,The Lego Movie,,,,720%,55.1%,44.9%,65.0,2010's,258.0,210.0,"468,266,122",468.0,7.2,2014.0
101296,,The Lion King,,,,640%,32.7%,67.3%,260.0,2010's,544.0,1120.0,"1,663,250,487",1663.0,6.4,2019.0
101297,,The Lion King,,,,2364%,39.8%,60.2%,45.0,1990's,423.0,641.0,"1,063,611,805",1064.0,23.6,1994.0
101298,,"The Lion, the Witch and the Wardrobe",,,,414%,39.2%,60.8%,180.0,2000's,292.0,453.0,"745,013,115",745.0,4.1,2005.0
101299,,The Lorax,,,,499%,61.4%,38.6%,70.0,2010's,214.0,135.0,"349,183,316",349.0,5.0,2012.0
101300,,The Lost World: Jurassic Park,,,,847%,37.0%,63.0%,73.0,1990's,229.0,390.0,"618,638,999",619.0,8.5,1997.0
101301,,The Martian,,,,584%,36.2%,63.8%,108.0,2010's,228.0,402.0,"630,620,818",631.0,5.8,2015.0
101302,,The Mask,,,,1953%,34.1%,65.9%,18.0,1990's,120.0,232.0,"351,583,407",352.0,19.5,1994.0
101303,,The Matrix,,,,742%,36.8%,63.2%,63.0,1990's,172.0,295.0,"467,222,728",467.0,7.4,1999.0
101304,,The Matrix Reloaded,,,,495%,38.0%,62.0%,150.0,2000's,282.0,460.0,"741,847,937",742.0,4.9,2003.0
101305,,The Matrix Revolutions,,,,285%,32.6%,67.4%,150.0,2000's,139.0,288.0,"427,344,325",427.0,2.8,2003.0
101306,,The Maze Runner,,,,1024%,29.4%,70.6%,34.0,2010's,102.0,246.0,"348,319,861",348.0,10.2,2014.0
101307,,The Meg,,,,298%,27.4%,72.6%,178.0,2010's,146.0,385.0,"530,517,320",531.0,3.0,2018.0
101308,,The Mummy,,,,520%,37.4%,62.6%,80.0,1990's,155.0,261.0,"415,933,406",416.0,5.2,1999.0
101309,,The Mummy,,,,512%,19.6%,80.4%,80.0,2010's,80.0,329.0,"409,231,607",409.0,5.1,2017.0
101310,,The Mummy Returns,,,,452%,45.6%,54.4%,98.0,2000's,202.0,241.0,"443,280,904",443.0,4.5,2001.0
101311,,The Mummy: Tomb of the Dragon Emperor,,,,278%,25.4%,74.6%,145.0,2000's,102.0,301.0,"403,449,830",403.0,2.8,2008.0
101312,,The Nun,,,,1662%,32.1%,67.9%,22.0,2010's,117.0,248.0,"365,582,797",366.0,16.6,2018.0
101313,,The Passion of the Christ,,,,2040%,60.6%,39.4%,30.0,2000's,371.0,241.0,"612,054,506",612.0,20.4,2004.0
101314,,The Perfect Storm,,,,274%,55.6%,44.4%,120.0,2000's,183.0,146.0,"328,718,434",329.0,2.7,2000.0
101315,,The Phantom Menace,,,,893%,46.2%,53.8%,115.0,1990's,475.0,553.0,"1,027,082,707",1027.0,8.9,1999.0
101316,,The Polar Express,,,,185%,59.9%,40.1%,170.0,2000's,189.0,126.0,"315,249,768",315.0,1.9,2004.0
101317,,The Proposal,,,,793%,51.7%,48.3%,40.0,2000's,164.0,153.0,"317,375,031",317.0,7.9,2009.0
101318,,The Purge,,,,2978%,72.2%,27.8%,3.0,2010's,64.0,249.0,"89,328,627",89.0,29.8,2013.0
101319,,The Purge: Anarchy,,,,1229%,65.1%,34.9%,9.0,2010's,72.0,386.0,"110,602,999",111.0,12.3,2014.0
101320,,The Purge: Election Year,,,,1184%,66.7%,33.3%,10.0,2010's,79.0,394.0,"118,416,945",118.0,11.8,2016.0
101321,,The Revenant,,,,395%,34.5%,65.5%,135.0,2010's,184.0,349.0,"532,950,503",533.0,3.9,2015.0
101322,,The Rise of Skywalker,,,,391%,48.0%,52.0%,275.0,2010's,515.0,559.0,"1,074,149,279",1074.0,3.9,2019.0
101323,,The Rock,,,,447%,40.0%,60.0%,75.0,1990's,134.0,201.0,"335,062,621",335.0,4.5,1996.0
101324,,The Secret Life of Pets,,,,1192%,41.2%,58.8%,75.0,2010's,368.0,526.0,"894,328,469",894.0,11.9,2016.0
101325,,The Secret Life of Pets 2,,,,575%,36.9%,63.1%,75.0,2010's,159.0,272.0,"431,058,056",431.0,5.7,2019.0
101326,,The Simpsons Movie,,,,715%,34.1%,65.9%,75.0,2000's,183.0,353.0,"536,414,293",536.0,7.2,2007.0
101327,,The Sixth Sense,,,,1682%,43.6%,56.4%,40.0,1990's,294.0,379.0,"672,806,432",673.0,16.8,1999.0
101328,,The Smurfs,,,,512%,25.3%,74.7%,110.0,2010's,143.0,421.0,"563,749,323",564.0,5.1,2011.0
101329,,The Smurfs 2,,,,331%,20.4%,79.6%,105.0,2010's,71.0,277.0,"347,545,360",348.0,3.3,2013.0
101330,,The SpongeBob Movie: Sponge Out of Water,,,,439%,50.1%,49.9%,74.0,2010's,163.0,162.0,"325,186,032",325.0,4.4,2015.0
101331,,The Twilight Saga: Eclipse,,,,1027%,43.0%,57.0%,68.0,2010's,301.0,398.0,"698,509,825",699.0,10.3,2010.0
101332,,The Visit,,,,1819%,71.2%,28.8%,5.0,2010's,64.0,262.0,"90,937,439",91.0,18.2,2015.0
101333,,The Voyage of the Dawn Treader,,,,268%,25.1%,74.9%,155.0,2010's,104.0,311.0,"415,686,217",416.0,2.7,2010.0
101334,,The Witch,,,,1347%,62.2%,37.8%,3.0,2010's,25.0,153.0,"40,423,945",40.0,13.5,2016.0
101335,,The Wolf of Wall Street,,,,407%,28.7%,71.3%,100.0,2010's,117.0,290.0,"406,878,233",407.0,4.1,2013.0
101336,,The Wolverine,,,,314%,32.0%,68.0%,132.0,2010's,133.0,282.0,"414,828,246",415.0,3.1,2013.0
101337,,The World Is Not Enough,,,,268%,35.1%,64.9%,135.0,1990's,127.0,235.0,"361,832,400",362.0,2.7,1999.0
101338,,There's Something About Mary,,,,1608%,47.7%,52.3%,23.0,1990's,176.0,193.0,"369,884,651",370.0,16.1,1998.0
101339,,Thor,,,,300%,40.3%,59.7%,150.0,2010's,181.0,268.0,"449,326,618",449.0,3.0,2011.0
101340,,Thor: Love and Thunder,,,,304%,45.1%,54.9%,250.0,2020's,343.0,418.0,"760,928,081",761.0,3.0,2022.0
101341,,Thor: Ragnarok,,,,474%,36.9%,63.1%,180.0,2010's,315.0,539.0,"853,983,879",854.0,4.7,2017.0
101342,,Thor: The Dark World,,,,379%,32.0%,68.0%,170.0,2010's,206.0,438.0,"644,783,140",645.0,3.8,2013.0
101343,,Titanic,,,,1101%,30.0%,70.0%,200.0,1990's,659.0,1542.0,"2,201,647,264",2202.0,11.0,1997.0
101344,,Tomorrow Never Dies,,,,303%,37.6%,62.4%,110.0,1990's,125.0,208.0,"333,011,068",333.0,3.0,1997.0
101345,,Top Gun,,,,2382%,50.4%,49.6%,15.0,1980's,180.0,177.0,"357,288,178",357.0,23.8,1986.0
101346,,Top Gun: Maverick,,,,875%,48.2%,51.8%,170.0,2020's,717.0,770.0,"1,486,657,763",1487.0,8.7,2022.0
101347,,Toy Story,,,,1315%,56.6%,43.4%,30.0,1990's,223.0,171.0,"394,436,586",394.0,13.1,1995.0
101348,,Toy Story 2,,,,553%,49.4%,50.6%,90.0,1990's,246.0,252.0,"497,375,381",497.0,5.5,1999.0
101349,,Toy Story 3,,,,533%,38.9%,61.1%,200.0,2010's,415.0,652.0,"1,066,970,811",1067.0,5.3,2010.0
101350,,Toy Story 4,,,,537%,40.4%,59.6%,200.0,2010's,434.0,639.0,"1,073,394,593",1073.0,5.4,2019.0
101351,,Transformers,,,,355%,45.0%,55.0%,200.0,2000's,319.0,390.0,"709,709,780",710.0,3.5,2007.0
101352,,Transformers: Age of Extinction,,,,526%,22.2%,77.8%,210.0,2010's,245.0,859.0,"1,104,054,072",1104.0,5.3,2014.0
101353,,Transformers: Dark of the Moon,,,,642%,31.4%,68.6%,175.0,2010's,352.0,771.0,"1,123,794,079",1124.0,6.4,2011.0
101354,,Transformers: Revenge of the Fallen,,,,418%,48.1%,51.9%,200.0,2000's,402.0,434.0,"836,303,693",836.0,4.2,2009.0
101355,,Transformers: The Last Knight,,,,279%,21.5%,78.5%,217.0,2010's,130.0,475.0,"605,425,157",605.0,2.8,2017.0
101356,,Trolls,,,,278%,44.4%,55.6%,125.0,2010's,154.0,193.0,"347,182,886",347.0,2.8,2016.0
101357,,Tron: Legacy,,,,235%,43.0%,57.0%,170.0,2010's,172.0,228.0,"400,063,852",400.0,2.4,2010.0
101358,,Troy,,,,269%,26.8%,73.2%,185.0,2000's,133.0,364.0,"497,409,852",497.0,2.7,2004.0
101359,,True Lies,,,,316%,38.6%,61.4%,120.0,1990's,146.0,233.0,"378,882,411",379.0,3.2,1994.0
101360,,Truth or Dare,,,,2710%,42.9%,57.1%,3.5,2010's,40.0,541.0,"94,835,301",95.0,27.1,2018.0
101361,,Twilight,,,,1104%,47.5%,52.5%,37.0,2000's,194.0,214.0,"408,430,415",408.0,11.0,2008.0
101362,,Twilight: Eclipse        ,,,,442%,100.0%,132.4%,68.0,2010's,300.0,3980.0,"698,490,000",301.0,4.4,2010.0
101363,,Twilight: New Moon,,,,1422%,41.9%,58.1%,50.0,2000's,298.0,413.0,"711,025,481",711.0,14.2,2009.0
101364,,Twister,,,,538%,48.9%,51.1%,92.0,1990's,242.0,253.0,"494,580,615",495.0,5.4,1996.0
101365,,Uncharted,,,,335%,37.0%,63.0%,120.0,2020's,149.0,253.0,"401,748,820",402.0,3.3,2022.0
101366,,Under the Same Moon,,,,1371%,54.0%,46.0%,1.7,2000's,12.0,107.0,"23,310,000",23.0,13.7,2008.0
101367,,Up,,,,420%,39.9%,60.1%,175.0,2000's,293.0,442.0,"735,099,102",735.0,4.2,2009.0
101368,,Us,,,,1083%,70.4%,29.6%,20.0,2010's,152.0,642.0,"216,581,515",216.6,10.8,2019.0
101369,,Venom,,,,738%,24.9%,75.1%,116.0,2010's,214.0,643.0,"856,085,151",856.0,7.4,2018.0
101370,,Venom: Let There Be Carnage,,,,461%,42.1%,57.9%,110.0,2020's,214.0,293.0,"506,863,592",507.0,4.6,2021.0
101371,,Waitress,,,,1109%,86.0%,14.0%,2.0,2000's,19.0,31.0,"22,179,483",22.0,11.1,2007.0
101372,,WALL·E,,,,290%,42.9%,57.1%,180.0,2000's,224.0,298.0,"521,311,890",521.0,2.9,2008.0
101373,,Wanted,,,,457%,39.3%,60.7%,75.0,2000's,135.0,208.0,"342,463,063",342.0,4.6,2008.0
101374,,War for the Planet of the Apes,,,,323%,29.9%,70.1%,152.0,2010's,147.0,344.0,"490,719,763",491.0,3.2,2017.0
101375,,War of the Worlds,,,,457%,38.8%,61.2%,132.0,2000's,234.0,370.0,"603,873,119",604.0,4.6,2005.0
101376,,War Room,,,,2241%,100.0%,0.0%,3.0,2010's,67.0,0.0,"67,217,187",67.0,22.4,2015.0
101377,,Warcraft,,,,274%,10.8%,89.2%,160.0,2010's,47.0,392.0,"439,048,914",439.0,2.7,2016.0
101378,,What Women Want,,,,534%,48.9%,51.1%,70.0,2000's,183.0,191.0,"374,111,707",374.0,5.3,2000.0
101379,,When in Rome,,,,2514%,100.0%,31.7%,1.3,2010's,32.0,104.0,"43,040,000",33.0,25.1,2010.0
101380,,Who Framed Roger Rabbit,,,,660%,47.4%,52.6%,50.0,1980's,156.0,173.0,"329,803,958",330.0,6.6,1988.0
101381,,Wonder Woman,,,,411%,50.2%,49.8%,200.0,2010's,413.0,410.0,"822,854,286",823.0,4.1,2017.0
101382,,World War Z,,,,284%,37.5%,62.5%,190.0,2010's,203.0,338.0,"540,455,876",540.0,2.8,2013.0
101383,,Wreck-It Ralph,,,,286%,40.2%,59.8%,165.0,2010's,189.0,282.0,"471,222,889",471.0,2.9,2012.0
101384,,X-Men Origins: Wolverine,,,,249%,48.2%,51.8%,150.0,2000's,180.0,193.0,"373,062,864",373.0,2.5,2009.0
101385,,X-Men: Apocalypse,,,,306%,28.6%,71.4%,178.0,2010's,155.0,388.0,"543,934,105",544.0,3.1,2016.0
101386,,X-Men: Days of Future Past,,,,364%,31.4%,68.6%,205.0,2010's,234.0,512.0,"746,045,700",746.0,3.6,2014.0
101387,,X-Men: First Class,,,,220%,41.5%,58.5%,160.0,2010's,146.0,206.0,"352,616,690",353.0,2.2,2011.0
101388,,X-Men: The Last Stand,,,,219%,50.9%,49.1%,210.0,2000's,234.0,226.0,"460,435,291",460.0,2.2,2006.0
101389,,X2: X-Men United,,,,371%,52.7%,47.3%,110.0,2000's,215.0,193.0,"407,711,549",408.0,3.7,2003.0
101390,,xXx: Return of Xander Cage,,,,407%,13.0%,87.0%,85.0,2010's,45.0,301.0,"346,118,277",346.0,4.1,2017.0
101391,,Zootopia,,,,695%,32.7%,67.3%,150.0,2010's,341.0,701.0,"1,042,533,689",1043.0,7.0,2016.0
